symbol	location	cluster	Degree
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	METABOLITE	0	1291
cetirizine	METABOLITE	0	2255
myristoyl dihydrosphingomyelin (d18:0/14:0)*	METABOLITE	0	1325
5-hydroxyindole sulfate	METABOLITE	0	2074
7-hydroxyindole sulfate	METABOLITE	0	2113
phenylacetylglutamate	METABOLITE	0	2085
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	METABOLITE	0	1044
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	METABOLITE	0	1021
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	METABOLITE	0	1016
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	METABOLITE	0	1410
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	METABOLITE	0	936
1-linoleoyl-GPA (18:2)*	METABOLITE	0	2119
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	METABOLITE	0	2154
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	METABOLITE	0	2021
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	METABOLITE	0	1105
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	METABOLITE	0	2073
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	METABOLITE	0	2090
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	METABOLITE	0	1289
"1,2-dipalmitoyl-GPE (16:0/16:0)*"	METABOLITE	0	1265
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*	METABOLITE	0	1286
"1,2-dilinoleoyl-GPE (18:2/18:2)*"	METABOLITE	0	1017
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	METABOLITE	0	1704
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*	METABOLITE	0	1040
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	METABOLITE	0	1155
1-linoleoyl-GPG (18:2)*	METABOLITE	0	1529
thioproline	METABOLITE	0	913
palmitoylcholine	METABOLITE	0	2044
2-methylserine	METABOLITE	0	1856
glycochenodeoxycholate glucuronide (1)	METABOLITE	0	1857
glycodeoxycholate glucuronide (1)	METABOLITE	0	2004
(S)-3-hydroxybutyrylcarnitine	METABOLITE	0	2005
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	METABOLITE	0	1730
methylsuccinoylcarnitine	METABOLITE	0	1268
furaneol sulfate	METABOLITE	0	1877
ascorbic acid 2-sulfate	METABOLITE	0	1561
oleoylcholine	METABOLITE	0	2001
arachidonoylcholine	METABOLITE	0	2122
docosahexaenoylcholine	METABOLITE	0	2062
palmitoloelycholine	METABOLITE	0	2101
dihomo-linolenoyl-choline	METABOLITE	0	1983
eicosapentaenoylcholine	METABOLITE	0	2101
caffeic acid sulfate	METABOLITE	0	2147
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	METABOLITE	0	1118
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	METABOLITE	0	1373
lamotrigine	METABOLITE	0	2260
hexadecadienoate (16:2n6)	METABOLITE	0	2101
palmitoleoylcarnitine (C16:1)*	METABOLITE	0	2140
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	METABOLITE	0	1777
4-hydroxyphenylacetylglutamine	METABOLITE	0	2085
"2,3-dihydroxy-2-methylbutyrate"	METABOLITE	0	1636
2'-O-methylcytidine	METABOLITE	0	2071
2'-O-methyluridine	METABOLITE	0	2157
naringenin 7-glucuronide	METABOLITE	0	2251
gamma-glutamyl-alpha-lysine	METABOLITE	0	2207
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	METABOLITE	0	1069
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	METABOLITE	0	1540
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	METABOLITE	0	1307
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	METABOLITE	0	1464
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	METABOLITE	0	1226
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	METABOLITE	0	1134
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	METABOLITE	0	1418
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	METABOLITE	0	1996
perfluorooctanesulfonate (PFOS)	METABOLITE	0	2120
N-palmitoyl-sphingadienine (d18:2/16:0)*	METABOLITE	0	2046
palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	METABOLITE	0	1351
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	METABOLITE	0	1229
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	METABOLITE	0	1239
N-behenoyl-sphingadienine (d18:2/22:0)*	METABOLITE	0	1132
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	METABOLITE	0	1714
N-stearoyl-sphingadienine (d18:2/18:0)*	METABOLITE	0	1112
2-hydroxybehenate	METABOLITE	0	1167
2-hydroxynervonate*	METABOLITE	0	1750
N-oleoylserine	METABOLITE	0	2170
sphingadienine	METABOLITE	0	2225
myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*	METABOLITE	0	1502
hexadecasphingosine (d16:1)*	METABOLITE	0	1010
"ceramide (d16:1/24:1, d18:1/22:1)*"	METABOLITE	0	1095
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	METABOLITE	0	1293
"ceramide (d18:2/24:1, d18:1/24:2)*"	METABOLITE	0	1939
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"	METABOLITE	0	2046
glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*	METABOLITE	0	1628
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	METABOLITE	0	1108
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"	METABOLITE	0	1116
stearoylcholine*	METABOLITE	0	2029
linoleoylcholine*	METABOLITE	0	2039
1-cerotoyl-GPC (26:0)*	METABOLITE	0	2162
trazadone	METABOLITE	0	2253
"sphingomyelin (d18:0/20:0, d16:0/22:0)*"	METABOLITE	0	1082
"sphingomyelin (d18:1/19:0, d19:1/18:0)*"	METABOLITE	0	1070
sphingomyelin (d18:2/18:1)*	METABOLITE	0	1869
sphingomyelin (d18:2/24:2)*	METABOLITE	0	2070
"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	METABOLITE	0	1025
sphingomyelin (d18:2/23:1)*	METABOLITE	0	1607
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"	METABOLITE	0	1279
"sphingomyelin (d17:2/16:0, d18:2/15:0)*"	METABOLITE	0	1158
dexlansoprazole	METABOLITE	0	2256
heneicosapentaenoate (21:5n3)	METABOLITE	0	2204
linolenoylcarnitine (C18:3)*	METABOLITE	0	2184
behenoylcarnitine (C22)*	METABOLITE	0	1031
arachidoylcarnitine (C20)*	METABOLITE	0	1190
lignoceroylcarnitine (C24)*	METABOLITE	0	1094
cerotoylcarnitine (C26)*	METABOLITE	0	1951
ximenoylcarnitine (C26:1)*	METABOLITE	0	1448
arachidonoylcarnitine (C20:4)	METABOLITE	0	2152
eicosenoylcarnitine (C20:1)*	METABOLITE	0	1831
dihomo-linoleoylcarnitine (C20:2)*	METABOLITE	0	2096
dihomo-linolenoylcarnitine (C20:3n3 or 6)*	METABOLITE	0	2096
erucoylcarnitine (C22:1)*	METABOLITE	0	2187
docosahexaenoylcarnitine (C22:6)*	METABOLITE	0	1859
nervonoylcarnitine (C24:1)*	METABOLITE	0	1139
adrenoylcarnitine (C22:4)*	METABOLITE	0	2160
levetiracetam	METABOLITE	0	2255
"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"	METABOLITE	0	1136
"N,N,N-trimethyl-5-aminovalerate"	METABOLITE	0	1236
ethyl alpha-glucopyranoside	METABOLITE	0	1302
carotene diol (1)	METABOLITE	0	2206
carotene diol (2)	METABOLITE	0	2172
carotene diol (3)	METABOLITE	0	2199
cortolone glucuronide (1)	METABOLITE	0	1784
fluconazole	METABOLITE	0	2255
3-hydroxyvalproate	METABOLITE	0	2255
5-hydroxyvalproate	METABOLITE	0	2255
2-propyl-2-pentenoate (2-ene-valproate)	METABOLITE	0	2255
3-hydroxycarbamazepine	METABOLITE	0	2255
2-hydroxycarbamazepine	METABOLITE	0	2255
(N(1) + N(8))-acetylspermidine	METABOLITE	0	2103
5-dodecenoylcarnitine (C12:1)	METABOLITE	0	2163
2-butenoylglycine	METABOLITE	0	2203
hydroxy-CMPF*	METABOLITE	0	2107
3-hydroxyoleoylcarnitine	METABOLITE	0	1588
3-hydroxyphenylacetoylglutamine	METABOLITE	0	1846
2-hydroxyarachidate*	METABOLITE	0	1463
N-stearoylserine*	METABOLITE	0	2062
3-hydroxyoleate*	METABOLITE	0	2152
lyxonate	METABOLITE	0	1663
dodecenedioate (C12:1-DC)*	METABOLITE	0	1494
hexadecenedioate (C16:1-DC)*	METABOLITE	0	2022
octadecenedioate (C18:1-DC)	METABOLITE	0	1944
heptenedioate (C7:1-DC)*	METABOLITE	0	2121
octadecadienedioate (C18:2-DC)*	METABOLITE	0	1344
glucuronide of C12H22O4 (1)*	METABOLITE	0	1138
glucuronide of C14H26O4 (1)*	METABOLITE	0	1142
glucuronide of C10H18O2 (1)*	METABOLITE	0	2163
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	METABOLITE	0	1110
methylnaphthyl sulfate (1)*	METABOLITE	0	2255
methylnaphthyl sulfate (2)*	METABOLITE	0	1580
glucuronide of C10H18O2 (7)*	METABOLITE	0	2056
glucuronide of C10H18O2 (8)*	METABOLITE	0	2199
3-hydroxystachydrine*	METABOLITE	0	2049
N-acetyl-2-aminooctanoate*	METABOLITE	0	2224
hydroxyasparagine**	METABOLITE	0	1762
genistein sulfate*	METABOLITE	0	2038
perfluorooctanoate (PFOA)	METABOLITE	0	2043
3-hydroxybutyroylglycine**	METABOLITE	0	2043
glyco-beta-muricholate**	METABOLITE	0	2044
N-methylhydroxyproline**	METABOLITE	0	1924
"N,N,N-trimethyl-alanylproline betaine (TMAP)"	METABOLITE	0	2069
3-formylindole	METABOLITE	0	1630
gamma-glutamylcitrulline*	METABOLITE	0	2064
glycine conjugate of C10H14O2 (1)*	METABOLITE	0	2118
glutamine conjugate of C7H12O2*	METABOLITE	0	2125
glutamine conjugate of C6H10O2 (1)*	METABOLITE	0	2129
glutamine conjugate of C6H10O2 (2)*	METABOLITE	0	2163
dihydroferulic acid sulfate	METABOLITE	0	2132
valproic acid glucuronide	METABOLITE	0	2255
"sphingomyelin (d17:1/14:0, d16:1/15:0)*"	METABOLITE	0	1336
tetradecadienoate (14:2)*	METABOLITE	0	2042
N-carbamoylvaline	METABOLITE	0	2171
8-methoxykynurenate	METABOLITE	0	2202
3-amino-2-piperidone	METABOLITE	0	2154
"N,N-dimethylalanine"	METABOLITE	0	2225
3-indoleglyoxylic acid	METABOLITE	0	1807
"2,2'-Methylenebis(6-tert-butyl-p-cresol)"	METABOLITE	0	1101
ethyl beta-glucopyranoside	METABOLITE	0	1562
2-hydroxysebacate	METABOLITE	0	1952
enterolactone sulfate	METABOLITE	0	2071
ascorbic acid 3-sulfate*	METABOLITE	0	1393
3-hydroxyhippurate sulfate	METABOLITE	0	1684
6-bromotryptophan	METABOLITE	0	1786
delta-CEHC	METABOLITE	0	1514
"N6,N6-dimethyllysine"	METABOLITE	0	1924
1-carboxyethylphenylalanine	METABOLITE	0	1075
1-carboxyethyltyrosine	METABOLITE	0	1043
1-carboxyethylvaline	METABOLITE	0	1077
1-carboxyethylleucine	METABOLITE	0	1019
1-carboxyethylisoleucine	METABOLITE	0	1142
dodecadienoate (12:2)*	METABOLITE	0	2037
indoleacetoylcarnitine*	METABOLITE	0	1183
N-acetyl-isoputreanine	METABOLITE	0	1630
glucuronide of piperine metabolite C17H21NO3 (3)*	METABOLITE	0	2064
glucuronide of piperine metabolite C17H21NO3 (4)*	METABOLITE	0	1956
glucuronide of piperine metabolite C17H21NO3 (5)*	METABOLITE	0	2143
sulfate of piperine metabolite C16H19NO3 (2)*	METABOLITE	0	2043
sulfate of piperine metabolite C16H19NO3 (3)*	METABOLITE	0	2063
sulfate of piperine metabolite C18H21NO3 (1)*	METABOLITE	0	1977
sulfate of piperine metabolite C18H21NO3 (3)*	METABOLITE	0	1963
N-acetyltheanine	METABOLITE	0	2068
2-naphthol sulfate	METABOLITE	0	1255
"(2,4 or 2,5)-dimethylphenol sulfate"	METABOLITE	0	1413
4-ethylcatechol sulfate	METABOLITE	0	1529
11beta-hydroxyandrosterone glucuronide	METABOLITE	0	1040
11beta-hydroxyetiocholanolone glucuronide*	METABOLITE	0	1354
"N2-acetyl,N6,N6-dimethyllysine"	METABOLITE	0	2208
"N2-acetyl,N6-methyllysine"	METABOLITE	0	2139
cholic acid glucuronide	METABOLITE	0	2123
deoxycholic acid glucuronide	METABOLITE	0	2170
4-allylcatechol sulfate	METABOLITE	0	1809
2-hydroxyfluorene sulfate	METABOLITE	0	1506
methyl vanillate sulfate	METABOLITE	0	1267
4-methylhexanoylglutamine	METABOLITE	0	2123
desmethylcitalopram*	METABOLITE	0	2251
citalopram N-oxide*	METABOLITE	0	2255
citalopram propionate*	METABOLITE	0	2252
4-hydroxy duloxetine glucuronide*	METABOLITE	0	2254
5-hydroxy-6-methoxy duloxetine sulfate*	METABOLITE	0	2252
N-desalkylquetiapine*	METABOLITE	0	2255
10-hydroxywarfarin	METABOLITE	0	2255
7-hydroxywarfarin	METABOLITE	0	2255
6-hydroxywarfarin	METABOLITE	0	2255
glycoursodeoxycholic acid sulfate (1)	METABOLITE	0	2149
dihydrocaffeate sulfate (2)	METABOLITE	0	2164
lithocholate sulfate (1)	METABOLITE	0	1985
lithocholic acid sulfate (2)	METABOLITE	0	2150
3-hydroxyhexanoylcarnitine (1)	METABOLITE	0	2147
3-(methylthio)acetaminophen sulfate*	METABOLITE	0	1476
2-ketocaprylate	METABOLITE	0	2205
"2,6-dihydroxybenzoic acid"	METABOLITE	0	1708
"N,N-dimethyl-5-aminovalerate"	METABOLITE	0	1505
tetrahydrocortisol sulfate (1)	METABOLITE	0	1911
3-ethylcatechol sulfate (1)	METABOLITE	0	1220
4-acetylcatechol sulfate (1)	METABOLITE	0	2100
dimethylguanidino valeric acid (DMGV)*	METABOLITE	0	1180
donepezil	METABOLITE	0	2255
nateglinide	METABOLITE	0	2255
montelukast	METABOLITE	0	2255
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*"	METABOLITE	0	2233
Fibrinopeptide A (2-15)**	METABOLITE	0	2257
Fibrinopeptide A (3-16)**	METABOLITE	0	2251
Fibrinopeptide B (1-13)**	METABOLITE	0	2252
tenofovir	METABOLITE	0	2255
5-hydroxy-2-methylpyridine sulfate	METABOLITE	0	1064
3-hydroxy-2-methylpyridine sulfate	METABOLITE	0	1037
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	METABOLITE	0	1086
taurochenodeoxycholic acid 3-sulfate	METABOLITE	0	2125
tetradecadienedioate (C14:2-DC)*	METABOLITE	0	2041
pregnenetriol sulfate*	METABOLITE	0	1377
pregnenetriol disulfate*	METABOLITE	0	1764
eicosenedioate (C20:1-DC)*	METABOLITE	0	2008
"hydroxy-N6,N6,N6-trimethyllysine*"	METABOLITE	0	2120
undecenoylcarnitine (C11:1)	METABOLITE	0	1942
3-decenoylcarnitine	METABOLITE	0	1688
4-methylnonanoylcarnitine	METABOLITE	0	1269
levulinoylcarnitine	METABOLITE	0	1275
3-hydroxydecanoylcarnitine	METABOLITE	0	2183
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	METABOLITE	0	1916
picolinoylglycine	METABOLITE	0	2187
4-vinylcatechol sulfate	METABOLITE	0	2128
Urolithin B glucuronide	METABOLITE	0	2206
succinoyltaurine	METABOLITE	0	1205
phenylalanylhydroxyproline*	METABOLITE	0	2186
"3,5-dichloro-2,6-dihydroxybenzoic acid"	METABOLITE	0	1387
metabolonic lactone sulfate	METABOLITE	0	1343
vanillic acid glycine	METABOLITE	0	2145
2-hydroxy-4-(methylthio)butanoic acid	METABOLITE	0	2047
branched chain 14:0 dicarboxylic acid**	METABOLITE	0	2030
pentose acid*	METABOLITE	0	1344
1-methyl-5-imidazolelactate	METABOLITE	0	1986
(2 or 3)-decenoate (10:1n7 or n8)	METABOLITE	0	2112
S-carboxyethylcysteine	METABOLITE	0	2173
chenodeoxycholic acid sulfate (1)	METABOLITE	0	2202
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*"	METABOLITE	0	2181
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*"	METABOLITE	0	2038
4-ethyl-2-methoxyphenol sulfate	METABOLITE	0	2153
"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"	METABOLITE	0	1679
"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*"	METABOLITE	0	2063
decadienedioic acid (C10:2-DC)**	METABOLITE	0	1527
deoxycholic acid 12-sulfate*	METABOLITE	0	1359
GlcNAc sulfate conjugate of C21H34O2 steroid**	METABOLITE	0	1968
"cis-3,4-methyleneheptanoate"	METABOLITE	0	2107
"cis-3,4-methyleneheptanoylcarnitine"	METABOLITE	0	1985
febuxostat	METABOLITE	0	2255
N-acetyl-2-aminoadipate	METABOLITE	0	1446
De(carboxymethoxy) cetirizine acetic acid	METABOLITE	0	2255
indapamide	METABOLITE	0	2255
2-methoxyhydroquinone sulfate (1)	METABOLITE	0	2156
2-methoxyhydroquinone sulfate (2)	METABOLITE	0	2149
diazepam	METABOLITE	0	2260
medazepam	METABOLITE	0	2255
"2,4-di-tert-butylphenol"	METABOLITE	0	1160
Gliclazide	METABOLITE	0	2227
vildagliptin	METABOLITE	0	2255
3-hydroxyoctanoylcarnitine (1)	METABOLITE	0	2184
3-hydroxyoctanoylcarnitine (2)	METABOLITE	0	2182
"bilirubin degradation product, C16H18N2O5 (1)**"	METABOLITE	0	2140
"bilirubin degradation product, C16H18N2O5 (2)**"	METABOLITE	0	2142
"bilirubin degradation product, C17H18N2O4 (1)**"	METABOLITE	0	2037
"bilirubin degradation product, C17H18N2O4 (2)**"	METABOLITE	0	2026
"bilirubin degradation product, C17H18N2O4 (3)**"	METABOLITE	0	1950
"bilirubin degradation product, C17H20N2O5 (1)**"	METABOLITE	0	2051
"bilirubin degradation product, C17H20N2O5 (2)**"	METABOLITE	0	1934
tetrahydrocortisol glucuronide	METABOLITE	0	1442
"bilirubin degradation product, C16H18N2O5 (3)**"	METABOLITE	0	2135
"bilirubin degradation product, C16H18N2O5 (4)**"	METABOLITE	0	2123
"N,N-dimethyl-pro-pro"	METABOLITE	0	2184
oxindolylalanine	METABOLITE	0	2113
tetrahydrocortisone glucuronide (5)	METABOLITE	0	1114
perfluorohexanesulfonate (PFHxS)	METABOLITE	0	2133
